t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1336806548,-0.371000,-0.855000,0.126000,-10.641000,-14.809000,3.710000,32.34
1336817057,-0.371000,-0.849000,0.108000,-11.420000,-15.053000,4.214000,32.39
1336825329,-0.360000,-0.865000,0.141000,-11.252000,-16.290000,4.015000,32.34
1336836406,-0.370000,-0.850000,0.118000,-13.069000,-19.588000,5.908000,32.29
1336845187,-0.367000,-0.857000,0.122000,-9.481000,-17.496000,3.893000,32.25
1336854582,-0.342000,-0.846000,0.123000,-7.832000,-17.221000,3.740000,32.39
1336866646,-0.357000,-0.848000,0.114000,-6.168000,-16.656000,3.771000,32.25
1336874604,-0.334000,-0.874000,0.139000,-4.519000,-13.756000,3.725000,32.29
1336886602,-0.366000,-0.828000,0.122000,-4.382000,-13.191000,3.313000,32.34
1336892146,-0.368000,-0.831000,0.116000,-5.008000,-13.038000,3.847000,32.39
1336905819,-0.360000,-0.837000,0.117000,-3.420000,-10.763000,2.595000,32.39
1336918698,-0.364000,-0.840000,0.110000,-3.252000,-9.511000,2.565000,32.29
1336924570,-0.401000,-0.849000,0.120000,-5.008000,-10.733000,3.099000,32.44
1336936129,-0.415000,-0.830000,0.117000,-7.405000,-12.397000,3.389000,32.39
1336947730,-0.399000,-0.837000,0.096000,-8.733000,-12.885000,2.779000,32.34
1336958542,-0.373000,-0.853000,0.100000,-6.779000,-10.595000,2.092000,32.34
1336964092,-0.360000,-0.866000,0.094000,-6.366000,-8.916000,2.611000,32.29
1336978759,-0.383000,-0.842000,0.109000,-4.275000,-6.718000,3.008000,32.34
1336990480,-0.378000,-0.851000,0.094000,-4.824000,-5.771000,3.389000,32.29
1336995251,-0.376000,-0.850000,0.117000,-6.214000,-6.046000,3.374000,32.34
1337005182,-0.409000,-0.817000,0.086000,-9.008000,-7.969000,3.771000,32.29
1337012251,-0.383000,-0.836000,0.087000,-11.160000,-9.176000,3.664000,32.34
1337025855,-0.347000,-0.845000,0.098000,-9.786000,-7.511000,3.573000,32.29
1337034145,-0.347000,-0.861000,0.118000,-7.053000,-4.504000,3.496000,32.34
1337045875,-0.350000,-0.859000,0.105000,-5.313000,-2.672000,3.710000,32.39
1337058297,-0.346000,-0.851000,0.109000,-4.397000,-0.351000,3.344000,32.44
1337065854,-0.354000,-0.853000,0.112000,-4.000000,0.809000,3.313000,32.29
1337075276,-0.371000,-0.830000,0.123000,-6.305000,-0.351000,3.023000,32.25
1337083749,-0.390000,-0.841000,0.113000,-8.580000,-2.137000,3.145000,32.29
1337096026,-0.369000,-0.855000,0.106000,-7.542000,-1.328000,2.092000,32.34
1337106253,-0.343000,-0.851000,0.114000,-5.252000,0.107000,1.374000,32.39
1337113473,-0.353000,-0.854000,0.118000,-3.878000,1.191000,1.405000,32.34
1337129539,-0.351000,-0.859000,0.125000,-3.099000,2.229000,1.527000,32.29
1337138970,-0.353000,-0.854000,0.119000,-1.450000,3.634000,1.191000,32.34
1337148041,-0.366000,-0.838000,0.119000,-1.679000,3.664000,1.359000,32.29
1337155799,-0.377000,-0.836000,0.114000,-3.115000,2.427000,1.252000,32.39
1337168332,-0.388000,-0.833000,0.109000,-4.779000,0.504000,1.069000,32.29
1337174616,-0.363000,-0.847000,0.104000,-3.908000,0.702000,0.748000,32.29
1337185094,-0.362000,-0.853000,0.125000,-2.687000,0.947000,0.198000,32.44
1337196096,-0.366000,-0.860000,0.121000,-1.908000,2.122000,0.000000,32.39
1337204826,-0.368000,-0.848000,0.129000,-1.069000,2.672000,-0.382000,32.25
1337215889,-0.355000,-0.852000,0.120000,-0.183000,3.802000,-0.611000,32.39
1337222452,-0.360000,-0.842000,0.108000,0.794000,5.130000,-0.656000,32.34
1337238539,-0.352000,-0.849000,0.118000,1.618000,6.427000,-0.992000,32.39
1337247889,-0.374000,-0.834000,0.114000,0.870000,5.710000,-1.191000,32.34
1337257822,-0.379000,-0.840000,0.118000,0.137000,5.496000,-1.115000,32.29
1337268659,-0.374000,-0.844000,0.102000,0.718000,5.954000,-1.313000,32.34
1337278942,-0.358000,-0.854000,0.087000,3.176000,8.214000,-1.084000,32.29
1337289165,-0.357000,-0.852000,0.089000,5.756000,10.168000,-1.206000,32.25
1337294828,-0.380000,-0.836000,0.100000,6.718000,11.969000,-0.824000,32.29
1337305694,-0.380000,-0.844000,0.103000,7.115000,12.718000,-0.733000,32.34
1337317972,-0.382000,-0.839000,0.120000,5.282000,12.931000,-1.069000,32.48
1337324039,-0.422000,-0.816000,0.127000,1.695000,9.649000,-0.794000,32.29
1337336173,-0.423000,-0.817000,0.094000,-0.550000,7.420000,-0.382000,32.29
1337346942,-0.373000,-0.860000,0.098000,1.710000,9.313000,-0.702000,32.34
1337357942,-0.349000,-0.863000,0.119000,5.878000,12.336000,-0.702000,32.29
1337363646,-0.372000,-0.834000,0.114000,6.504000,13.374000,-0.321000,32.39
1337380047,-0.374000,-0.836000,0.118000,6.687000,13.710000,-0.366000,32.25
1337391090,-0.353000,-0.834000,0.129000,7.176000,15.221000,-0.214000,32.29
1337396112,-0.372000,-0.820000,0.113000,6.580000,14.275000,-0.076000,32.34
1337408097,-0.365000,-0.833000,0.129000,4.733000,13.695000,-0.214000,32.29
1337421444,-0.389000,-0.826000,0.122000,4.000000,12.626000,-0.519000,32.34
1337425272,-0.370000,-0.840000,0.107000,3.893000,12.702000,-0.702000,32.29
1337432321,-0.376000,-0.832000,0.121000,5.756000,13.359000,-1.679000,32.34
1337449912,-0.366000,-0.842000,0.137000,5.206000,14.214000,-1.435000,32.29
1337463362,-0.381000,-0.833000,0.121000,6.809000,15.313000,-2.198000,32.44
1337468806,-0.383000,-0.818000,0.125000,6.214000,14.779000,-1.649000,32.39
1337476398,-0.374000,-0.848000,0.118000,6.977000,15.496000,-1.924000,32.34
1337488637,-0.384000,-0.827000,0.121000,7.511000,16.122000,-1.557000,32.29
1337498589,-0.379000,-0.853000,0.125000,6.931000,15.634000,-1.496000,32.29
1337505762,-0.394000,-0.836000,0.114000,8.321000,16.076000,-1.954000,32.39
1337515716,-0.359000,-0.865000,0.121000,10.351000,18.977000,-2.824000,32.34
1337527548,-0.381000,-0.842000,0.105000,10.107000,18.702000,-2.427000,32.39
1337533789,-0.385000,-0.843000,0.127000,9.695000,18.916000,-2.840000,32.34
1337545365,-0.412000,-0.823000,0.126000,7.969000,18.260000,-2.748000,32.39
1337558219,-0.395000,-0.827000,0.123000,7.634000,18.351000,-3.313000,32.34
1337568609,-0.384000,-0.837000,0.121000,7.618000,18.214000,-3.725000,32.39
1337574016,-0.392000,-0.836000,0.123000,7.191000,17.832000,-3.038000,32.39
1337585294,-0.389000,-0.834000,0.123000,6.840000,17.603000,-3.130000,32.34
1337597579,-0.376000,-0.834000,0.122000,7.420000,18.137000,-3.679000,32.29
1337603711,-0.373000,-0.836000,0.130000,8.458000,18.931000,-3.573000,32.25
1337617593,-0.383000,-0.832000,0.130000,8.580000,19.023000,-3.481000,32.29
1337625369,-0.376000,-0.826000,0.132000,7.527000,18.687000,-3.878000,32.34
1337634737,-0.384000,-0.815000,0.132000,6.763000,18.137000,-3.802000,32.39
1337640170,-0.395000,-0.816000,0.155000,5.511000,16.687000,-4.031000,32.44
1337653376,-0.392000,-0.819000,0.148000,4.565000,15.282000,-3.374000,32.29
1337667143,-0.376000,-0.837000,0.136000,4.687000,14.107000,-3.695000,32.34
1337675286,-0.387000,-0.847000,0.131000,5.008000,14.626000,-3.298000,32.29
1337686278,-0.380000,-0.848000,0.119000,5.176000,14.580000,-3.359000,32.34
1337696603,-0.376000,-0.837000,0.126000,5.420000,14.382000,-3.496000,32.39
1337704771,-0.397000,-0.822000,0.133000,4.977000,13.969000,-3.511000,32.34
1337716610,-0.402000,-0.820000,0.131000,3.511000,12.321000,-3.359000,32.39
1337725161,-0.401000,-0.817000,0.134000,2.015000,10.840000,-3.176000,32.44
1337735892,-0.405000,-0.823000,0.137000,0.870000,8.916000,-3.053000,32.39
1337742376,-0.399000,-0.819000,0.136000,-0.336000,8.122000,-2.977000,32.39
1337754596,-0.384000,-0.826000,0.132000,-0.183000,7.466000,-2.947000,32.39
1337768782,-0.394000,-0.823000,0.134000,0.046000,7.282000,-3.038000,32.25
1337776614,-0.391000,-0.827000,0.134000,-0.595000,6.595000,-2.473000,32.39
1337787019,-0.380000,-0.823000,0.132000,-0.489000,6.107000,-2.229000,32.34
1337796959,-0.392000,-0.819000,0.120000,-1.252000,4.977000,-2.351000,32.29
1337805422,-0.388000,-0.823000,0.135000,-2.198000,4.214000,-2.153000,32.44
1337817413,-0.406000,-0.820000,0.126000,-4.061000,2.534000,-1.664000,32.34
1337826173,-0.395000,-0.847000,0.126000,-4.321000,1.893000,-1.924000,32.39
1337837734,-0.389000,-0.852000,0.128000,-3.008000,1.847000,-1.740000,32.44
1337843590,-0.390000,-0.844000,0.131000,-2.092000,2.427000,-1.237000,32.29
1337856974,-0.390000,-0.836000,0.131000,-1.832000,2.840000,-1.206000,32.34
1337864984,-0.397000,-0.826000,0.132000,-1.298000,2.718000,-1.160000,32.39
1337875248,-0.395000,-0.821000,0.120000,-1.908000,2.229000,-0.748000,32.44
1337883199,-0.397000,-0.827000,0.126000,-2.992000,1.252000,-0.519000,32.20
1337895634,-0.385000,-0.827000,0.133000,-3.237000,1.191000,-0.595000,32.34
1337907173,-0.389000,-0.824000,0.132000,-3.527000,1.344000,-0.718000,32.48
1337915094,-0.387000,-0.816000,0.136000,-3.710000,1.282000,-1.176000,32.34
1337927187,-0.392000,-0.816000,0.136000,-4.183000,1.527000,-1.450000,32.20
1337935140,-0.387000,-0.822000,0.134000,-4.092000,1.786000,-1.969000,32.34
1337945641,-0.394000,-0.829000,0.124000,-4.687000,1.878000,-1.756000,32.39
1337951940,-0.380000,-0.841000,0.111000,-4.733000,2.076000,-1.908000,32.25
1337969164,-0.378000,-0.835000,0.125000,-4.412000,2.626000,-2.122000,32.39
1337978417,-0.390000,-0.821000,0.128000,-5.084000,1.740000,-2.092000,32.34
1337984552,-0.403000,-0.820000,0.121000,-6.519000,1.069000,-2.076000,32.39
1337995432,-0.387000,-0.830000,0.127000,-6.824000,0.672000,-2.580000,32.29
1338012380,-0.378000,-0.835000,0.122000,-6.214000,1.374000,-2.519000,32.39
1338017294,-0.387000,-0.835000,0.139000,-5.298000,1.878000,-2.702000,32.34
1338025540,-0.396000,-0.824000,0.121000,-5.527000,2.015000,-2.595000,32.20
1338036067,-0.388000,-0.834000,0.117000,-5.664000,1.924000,-2.519000,32.34
1338047620,-0.381000,-0.847000,0.104000,-4.947000,2.779000,-2.458000,32.29
1338053366,-0.374000,-0.844000,0.101000,-5.496000,2.321000,-2.733000,32.39
1338065061,-0.396000,-0.826000,0.119000,-7.191000,1.267000,-3.145000,32.34
1338075941,-0.408000,-0.812000,0.118000,-9.313000,-0.397000,-3.374000,32.39
1338089949,-0.395000,-0.827000,0.112000,-11.008000,-0.763000,-4.153000,32.25
1338096181,-0.382000,-0.840000,0.127000,-11.389000,-0.718000,-4.687000,32.39
1338106360,-0.371000,-0.830000,0.123000,-11.878000,-0.275000,-5.115000,32.25
1338117362,-0.368000,-0.825000,0.122000,-13.420000,-0.611000,-5.603000,32.39
1338125476,-0.356000,-0.840000,0.099000,-14.916000,-1.252000,-5.985000,32.34
1338136101,-0.341000,-0.838000,0.110000,-16.489000,-1.176000,-6.443000,32.39
1338146303,-0.345000,-0.835000,0.114000,-19.420000,-2.718000,-7.405000,32.25
1338157153,-0.378000,-0.801000,0.107000,-21.847000,-4.519000,-8.122000,32.39
1338164853,-0.378000,-0.823000,0.113000,-23.023000,-6.137000,-9.069000,32.34
1338171662,-0.353000,-0.859000,0.111000,-21.863000,-5.420000,-9.908000,32.29
1338189619,-0.337000,-0.897000,0.096000,-19.878000,-4.504000,-9.740000,32.34
1338197455,-0.338000,-0.906000,0.087000,-16.504000,-3.099000,-9.206000,32.39
1338203463,-0.347000,-0.886000,0.090000,-13.985000,-2.107000,-8.168000,32.44
1338218964,-0.367000,-0.887000,0.071000,-13.969000,-3.160000,-7.786000,32.29
1338226150,-0.376000,-0.900000,0.055000,-14.458000,-4.687000,-7.237000,32.34
1338235441,-0.381000,-0.875000,0.074000,-15.527000,-6.137000,-7.252000,32.39
1338246761,-0.401000,-0.854000,0.085000,-16.702000,-7.298000,-7.634000,32.29
1338259023,-0.386000,-0.850000,0.080000,-17.786000,-8.183000,-8.672000,32.39
1338265030,-0.364000,-0.864000,0.101000,-16.885000,-7.359000,-9.206000,32.34
1338276371,-0.368000,-0.866000,0.085000,-16.550000,-6.534000,-8.595000,32.20
1338289003,-0.372000,-0.857000,0.085000,-17.160000,-6.031000,-8.260000,32.34
1338298158,-0.372000,-0.850000,0.094000,-18.137000,-6.382000,-7.908000,32.39
1338303540,-0.366000,-0.847000,0.090000,-20.015000,-6.305000,-8.244000,32.34
1338317857,-0.364000,-0.858000,0.048000,-22.321000,-7.802000,-8.351000,32.29
1338328573,-0.343000,-0.881000,0.054000,-22.672000,-7.023000,-8.855000,32.39
1338336703,-0.372000,-0.861000,0.040000,-24.061000,-7.527000,-8.534000,32.34
1338347942,-0.363000,-0.869000,0.041000,-25.084000,-7.496000,-8.672000,32.29
1338358127,-0.349000,-0.885000,0.056000,-25.282000,-6.366000,-9.099000,32.34
1338367234,-0.340000,-0.881000,0.043000,-25.618000,-5.450000,-8.824000,32.29
1338375812,-0.361000,-0.870000,0.036000,-25.313000,-4.412000,-8.702000,32.34
1338382763,-0.341000,-0.890000,0.038000,-25.069000,-2.794000,-9.374000,32.39
1338395680,-0.372000,-0.887000,0.042000,-26.107000,-2.931000,-8.870000,32.34
1338404888,-0.360000,-0.892000,0.028000,-27.282000,-3.664000,-9.679000,32.29
1338414249,-0.383000,-0.872000,-0.014000,-28.870000,-4.076000,-10.336000,32.34
1338426446,-0.351000,-0.876000,0.002000,-27.145000,-2.656000,-10.168000,32.29
1338438441,-0.327000,-0.907000,0.012000,-26.672000,0.290000,-13.817000,32.34
1338444556,-0.355000,-0.883000,0.025000,-25.557000,2.611000,-14.305000,32.39
1338458767,-0.256000,-0.934000,0.039000,-20.137000,3.023000,-14.351000,32.34
1338466627,-0.320000,-0.868000,0.049000,-19.405000,4.183000,-12.733000,32.39
1338475169,-0.330000,-0.880000,0.028000,-21.802000,2.580000,-13.405000,32.34
1338481938,-0.396000,-0.929000,0.025000,-24.305000,3.191000,-9.405000,32.39
1338493900,-0.310000,-0.914000,-0.006000,-25.008000,1.450000,-15.252000,32.39
1338507724,-0.291000,-0.933000,-0.005000,-22.687000,4.275000,-16.412000,32.29
1338517704,-0.390000,-0.959000,-0.003000,-21.008000,9.176000,-13.817000,32.34
1338525107,-0.305000,-0.910000,0.012000,-22.641000,4.321000,-17.832000,32.39
1338541285,-0.262000,-0.924000,0.010000,-23.191000,4.733000,-19.130000,32.44
1338546520,-0.233000,-0.956000,-0.012000,-23.527000,3.252000,-17.206000,32.29
1338557762,-0.279000,-0.917000,-0.012000,-22.809000,4.779000,-19.939000,32.39
1338570872,-0.250000,-0.921000,-0.002000,-22.336000,6.046000,-21.695000,32.44
1338579515,-0.287000,-0.910000,0.001000,-22.153000,7.908000,-22.977000,32.29
1338586101,-0.287000,-0.916000,-0.008000,-22.656000,8.443000,-24.473000,32.44
1338593015,-0.290000,-0.931000,-0.015000,-23.786000,9.817000,-26.519000,32.29
1338606729,-0.295000,-0.953000,-0.008000,-26.504000,10.015000,-27.649000,32.34
1338615630,-0.285000,-0.943000,-0.010000,-29.084000,9.924000,-29.359000,32.39
1338624368,-0.308000,-0.909000,-0.021000,-30.809000,11.084000,-31.496000,32.34
1338635507,-0.282000,-0.921000,-0.042000,-32.885000,11.802000,-34.122000,32.29
1338648042,-0.256000,-0.945000,-0.047000,-33.298000,14.412000,-36.443000,32.34
1338654280,-0.270000,-0.946000,-0.069000,-36.656000,15.710000,-37.115000,32.29
1338669861,-0.271000,-0.975000,-0.081000,-38.901000,18.092000,-38.260000,32.34
1338680355,-0.262000,-0.970000,-0.096000,-41.786000,19.954000,-39.878000,32.29
1338684611,-0.292000,-1.022000,-0.097000,-45.099000,19.908000,-43.099000,32.34
1338696161,-0.276000,-1.033000,-0.125000,-49.832000,18.229000,-44.260000,32.20
1338702936,-0.267000,-1.029000,-0.171000,-53.679000,17.344000,-46.947000,32.34
1338716568,-0.277000,-1.030000,-0.183000,-57.160000,16.550000,-48.443000,32.39
1338726975,-0.266000,-1.031000,-0.118000,-59.237000,17.847000,-50.458000,32.34
