t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
792554188,-0.280000,-0.856000,0.259000,1.191000,8.046000,-3.847000,31.87
792567128,-0.304000,-0.838000,0.262000,-0.015000,7.542000,-3.664000,31.92
792574537,-0.312000,-0.824000,0.266000,-1.511000,5.481000,-3.252000,31.87
792585394,-0.309000,-0.835000,0.268000,-2.794000,3.756000,-2.931000,31.82
792598850,-0.301000,-0.842000,0.272000,-3.191000,2.809000,-2.824000,31.92
792606547,-0.282000,-0.840000,0.262000,-3.359000,2.565000,-3.099000,31.92
792612378,-0.289000,-0.844000,0.256000,-3.817000,2.718000,-3.756000,31.92
792624645,-0.294000,-0.834000,0.244000,-3.527000,2.718000,-3.985000,31.87
792635477,-0.270000,-0.853000,0.250000,-2.840000,3.053000,-4.183000,31.92
792644465,-0.285000,-0.851000,0.245000,-2.550000,3.679000,-3.893000,31.87
792655427,-0.290000,-0.848000,0.246000,-2.168000,3.481000,-3.115000,31.82
792662636,-0.277000,-0.857000,0.256000,-1.145000,4.504000,-3.344000,31.87
792676548,-0.290000,-0.852000,0.263000,-0.977000,4.198000,-3.130000,31.92
792682824,-0.297000,-0.849000,0.271000,-1.160000,3.893000,-2.794000,31.78
792695212,-0.298000,-0.848000,0.271000,-1.237000,3.405000,-2.534000,31.82
792708355,-0.295000,-0.849000,0.260000,-1.435000,3.130000,-2.504000,31.87
792715525,-0.289000,-0.851000,0.257000,-0.885000,3.267000,-2.122000,31.82
792725585,-0.290000,-0.847000,0.271000,-0.656000,3.206000,-1.924000,31.97
792736871,-0.293000,-0.841000,0.262000,-0.840000,3.206000,-2.107000,31.92
792745169,-0.306000,-0.846000,0.267000,-1.405000,2.565000,-1.603000,31.87
792754181,-0.291000,-0.854000,0.263000,-0.779000,2.046000,-1.252000,31.97
792764658,-0.285000,-0.853000,0.271000,-0.931000,2.366000,-1.023000,31.92
792771616,-0.294000,-0.843000,0.268000,-1.191000,2.031000,-0.550000,31.87
792788314,-0.295000,-0.843000,0.262000,-1.908000,1.191000,-0.748000,31.82
