t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1087763897,-0.253000,-0.903000,-0.019000,-0.168000,5.603000,-0.611000,32.77
1087776045,-0.251000,-0.913000,-0.021000,-1.405000,4.198000,-0.992000,32.72
1087787030,-0.240000,-0.908000,-0.008000,-2.458000,4.458000,-1.405000,32.67
1087795335,-0.219000,-0.935000,-0.040000,-0.672000,6.977000,-3.557000,32.72
1087807360,-0.245000,-0.912000,-0.033000,-2.962000,4.809000,-1.939000,32.77
1087814701,-0.246000,-0.887000,-0.038000,-3.985000,4.183000,-1.313000,32.72
1087821045,-0.241000,-0.906000,-0.044000,-5.863000,2.427000,-1.115000,32.77
1087835766,-0.254000,-0.869000,-0.046000,-4.992000,3.160000,-1.359000,32.81
1087846174,-0.244000,-0.881000,-0.036000,-6.351000,2.366000,-0.840000,32.77
1087852169,-0.233000,-0.906000,-0.025000,-5.328000,2.092000,-0.962000,32.72
1087864285,-0.243000,-0.930000,-0.012000,-4.321000,4.611000,-1.053000,32.77
1087874533,-0.266000,-0.911000,-0.035000,-5.588000,3.511000,-0.794000,32.62
1087886992,-0.279000,-0.925000,-0.020000,-7.298000,1.084000,-0.351000,32.77
1087895936,-0.266000,-0.908000,-0.038000,-6.885000,0.565000,-0.321000,32.72
1087904512,-0.276000,-0.944000,-0.045000,-9.557000,-1.481000,0.962000,32.77
1087915155,-0.252000,-0.960000,-0.034000,-6.947000,0.076000,-0.046000,32.62
1087923082,-0.271000,-0.939000,-0.034000,-6.168000,1.176000,0.229000,32.67
1087936374,-0.247000,-0.944000,-0.019000,-5.878000,1.115000,1.237000,32.72
1087948079,-0.264000,-0.949000,-0.020000,-5.435000,1.344000,0.534000,32.67
1087954462,-0.269000,-0.935000,-0.030000,-6.000000,0.855000,1.740000,32.72
1087965037,-0.245000,-0.935000,-0.032000,-5.038000,1.038000,1.939000,32.67
1087971827,-0.249000,-0.926000,-0.031000,-4.244000,1.603000,2.366000,32.72
1087985221,-0.246000,-0.933000,-0.022000,-2.824000,1.786000,2.656000,32.77
1087995147,-0.250000,-0.938000,-0.025000,-2.061000,2.229000,3.084000,32.72
1088004137,-0.250000,-0.919000,-0.029000,-1.710000,1.924000,3.435000,32.77
1088015850,-0.242000,-0.932000,-0.035000,-1.450000,1.557000,3.924000,32.62
1088026181,-0.234000,-0.955000,-0.031000,-1.023000,1.542000,4.260000,32.77
1088035393,-0.246000,-0.944000,-0.027000,0.061000,1.588000,3.969000,32.72
1088044221,-0.258000,-0.934000,-0.034000,-0.076000,0.656000,3.344000,32.77
1088054396,-0.242000,-0.935000,-0.040000,0.473000,0.733000,1.695000,32.81
1088065929,-0.243000,-0.932000,-0.033000,0.779000,0.489000,2.092000,32.77
1088073341,-0.239000,-0.928000,-0.020000,2.458000,0.733000,1.740000,32.91
1088086263,-0.263000,-0.927000,-0.023000,1.527000,0.321000,1.450000,32.77
1088094727,-0.237000,-0.903000,-0.013000,0.962000,-0.015000,1.588000,32.72
1088106070,-0.223000,-0.935000,0.002000,2.229000,1.954000,0.183000,32.77
1088114110,-0.251000,-0.910000,-0.007000,2.534000,2.366000,-1.206000,32.72
1088128140,-0.248000,-0.909000,-0.023000,-0.336000,0.321000,-0.351000,32.77
1088133540,-0.201000,-0.977000,0.003000,2.153000,5.099000,-3.008000,32.72
1088146658,-0.264000,-0.945000,-0.018000,2.168000,2.824000,-0.687000,32.67
1088155933,-0.211000,-0.957000,0.009000,2.504000,5.328000,-1.817000,32.91
1088164670,-0.231000,-0.934000,-0.020000,3.679000,6.229000,-3.344000,32.67
1088175089,-0.209000,-0.925000,0.009000,2.366000,7.573000,-3.420000,32.72
1088182236,-0.212000,-0.888000,0.015000,3.634000,9.099000,-4.901000,32.77
1088198506,-0.234000,-0.908000,-0.006000,-0.153000,6.382000,-4.107000,32.72
1088205167,-0.215000,-0.976000,-0.013000,2.336000,8.061000,-8.076000,32.67
1088215074,-0.256000,-0.898000,0.011000,-1.405000,6.198000,-7.206000,32.72
1088229704,-0.230000,-0.915000,-0.025000,-2.779000,3.420000,-6.702000,32.77
1088238538,-0.218000,-0.933000,-0.010000,-2.473000,2.519000,-6.794000,32.72
1088245747,-0.206000,-0.945000,-0.004000,0.000000,3.939000,-7.160000,32.86
1088256989,-0.241000,-0.968000,-0.011000,-1.298000,1.237000,-5.618000,32.72
1088266777,-0.220000,-0.977000,-0.020000,1.206000,3.802000,-6.702000,32.77
1088275922,-0.266000,-1.003000,-0.045000,3.679000,2.763000,-4.641000,32.72
1088282893,-0.271000,-0.945000,-0.019000,0.901000,1.603000,-5.908000,32.67
1088295755,-0.250000,-0.941000,-0.010000,3.145000,1.664000,-6.962000,32.81
1088304621,-0.243000,-0.933000,-0.005000,3.847000,3.344000,-7.420000,32.77
1088315410,-0.284000,-0.948000,-0.014000,0.656000,-0.977000,-6.641000,32.72
1088333760,-0.242000,-0.921000,-0.018000,0.275000,-1.389000,-5.679000,32.77
1088339392,-0.231000,-0.930000,-0.016000,2.885000,-0.183000,-5.344000,32.72
1088345899,-0.246000,-0.882000,-0.009000,1.893000,-1.359000,-4.641000,32.77
1088358110,-0.204000,-0.911000,-0.015000,0.672000,-3.160000,-3.466000,32.72
1088368193,-0.247000,-0.891000,-0.018000,0.427000,-2.290000,-4.275000,32.77
1088372455,-0.234000,-0.926000,-0.000000,-0.015000,-3.649000,-2.748000,32.72
1088383412,-0.261000,-0.883000,0.002000,-1.435000,-2.992000,-4.641000,32.67
1088395502,-0.232000,-0.920000,-0.005000,-2.870000,-3.969000,-4.076000,32.62
1088406215,-0.256000,-0.973000,-0.009000,-1.435000,-4.748000,-1.344000,32.67
1088414366,-0.272000,-0.923000,-0.005000,-5.130000,-6.061000,-2.260000,32.72
1088425674,-0.221000,-0.938000,-0.025000,-5.908000,-6.870000,1.389000,32.77
1088435172,-0.230000,-0.943000,-0.012000,-4.595000,-5.985000,0.336000,32.81
1088446041,-0.218000,-0.938000,-0.014000,-3.634000,-4.550000,0.809000,32.77
1088457993,-0.232000,-0.937000,-0.013000,-3.282000,-4.168000,1.481000,32.81
1088466686,-0.242000,-0.928000,-0.020000,-4.046000,-5.008000,2.031000,32.77
1088472370,-0.237000,-0.920000,-0.010000,-4.916000,-5.344000,2.183000,32.72
1088483389,-0.239000,-0.931000,-0.007000,-4.733000,-5.420000,2.366000,32.77
1088496039,-0.225000,-0.935000,-0.010000,-5.084000,-5.115000,2.748000,32.72
1088504207,-0.241000,-0.916000,-0.004000,-5.145000,-4.626000,2.611000,32.67
1088515488,-0.229000,-0.919000,-0.002000,-4.626000,-4.137000,2.718000,32.72
1088523581,-0.232000,-0.928000,-0.007000,-5.267000,-3.115000,2.397000,32.77
1088536434,-0.228000,-0.932000,0.001000,-5.252000,-2.641000,2.229000,32.72
1088546168,-0.233000,-0.926000,-0.002000,-5.084000,-1.893000,1.924000,32.67
1088556798,-0.235000,-0.918000,-0.004000,-5.450000,-1.679000,1.649000,32.72
