t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
36569647,0.080000,-0.990000,0.106000,-2.351000,2.214000,-0.611000,30.74
36574778,0.077000,-0.988000,0.111000,-2.412000,2.076000,-0.733000,30.79
36583726,0.076000,-0.987000,0.103000,-2.519000,1.969000,-0.748000,30.84
36594350,0.087000,-0.992000,0.106000,-2.626000,1.985000,-0.931000,30.79
36607851,0.072000,-0.991000,0.098000,-2.656000,2.107000,-0.916000,30.69
36614001,0.083000,-0.986000,0.102000,-2.443000,1.893000,-0.565000,30.74
36624618,0.077000,-0.991000,0.100000,-2.840000,1.405000,-0.855000,30.79
36634347,0.078000,-0.985000,0.095000,-2.672000,1.496000,-0.550000,30.74
36644994,0.084000,-0.985000,0.109000,-2.840000,1.496000,-0.794000,30.69
36652740,0.071000,-0.988000,0.106000,-2.519000,1.573000,-0.550000,30.79
36660068,0.089000,-0.994000,0.096000,-2.977000,1.008000,-0.626000,30.65
36678616,0.078000,-0.989000,0.099000,-2.290000,2.046000,-0.687000,30.69
36683565,0.078000,-0.996000,0.109000,-2.122000,1.771000,-0.473000,30.84
36692524,0.074000,-0.992000,0.103000,-2.412000,1.374000,-0.458000,30.69
36704522,0.072000,-0.996000,0.101000,-2.366000,1.282000,-0.137000,30.74
36716107,0.080000,-0.990000,0.101000,-2.443000,1.527000,-0.366000,30.79
36724209,0.070000,-0.985000,0.109000,-2.947000,1.191000,-0.321000,30.69
36733840,0.073000,-0.990000,0.109000,-2.718000,1.069000,-0.534000,30.84
36746232,0.077000,-0.986000,0.102000,-2.840000,1.405000,-0.443000,30.88
36751940,0.076000,-0.991000,0.100000,-2.794000,0.962000,-0.122000,30.74
36763342,0.076000,-0.984000,0.106000,-2.748000,0.809000,-0.443000,30.79
36770724,0.081000,-0.988000,0.108000,-3.130000,0.824000,-0.458000,30.74
36788392,0.078000,-0.988000,0.090000,-3.450000,0.702000,-0.290000,30.74
36793131,0.086000,-0.990000,0.101000,-3.420000,0.733000,-0.534000,30.69
36803769,0.076000,-0.990000,0.103000,-3.099000,0.550000,-0.290000,30.65
36814635,0.078000,-0.995000,0.099000,-3.191000,0.641000,-0.397000,30.79
36825528,0.082000,-0.986000,0.104000,-3.053000,0.977000,-0.412000,30.74
36831282,0.076000,-0.984000,0.115000,-3.038000,0.809000,-0.519000,30.69
36845412,0.078000,-0.995000,0.101000,-2.702000,1.069000,-0.687000,30.60
36855622,0.082000,-0.989000,0.113000,-2.840000,0.931000,-0.550000,30.84
36863533,0.079000,-0.995000,0.101000,-2.840000,1.344000,-0.321000,30.79
36874344,0.082000,-0.985000,0.111000,-2.702000,1.359000,-0.550000,30.74
36882902,0.078000,-0.987000,0.103000,-2.840000,1.374000,-0.550000,30.88
36896325,0.075000,-0.988000,0.104000,-2.748000,1.450000,-0.473000,30.84
36903907,0.081000,-0.993000,0.108000,-2.427000,1.634000,-0.489000,30.74
36914105,0.069000,-0.992000,0.104000,-2.672000,1.603000,-0.885000,30.79
36929704,0.077000,-0.988000,0.106000,-2.626000,1.863000,-0.504000,30.84
36936459,0.074000,-0.993000,0.100000,-2.412000,2.000000,-0.794000,30.69
36943278,0.079000,-0.989000,0.104000,-2.550000,2.061000,-0.702000,30.69
36958293,0.076000,-0.990000,0.107000,-2.809000,1.969000,-0.748000,30.88
36964219,0.074000,-0.984000,0.102000,-2.947000,1.908000,-0.504000,30.88
36973159,0.079000,-0.991000,0.099000,-2.718000,1.634000,-0.534000,30.84
36979899,0.073000,-0.994000,0.103000,-2.702000,1.878000,-0.092000,30.69
36998398,0.073000,-0.993000,0.098000,-2.336000,1.969000,-0.137000,30.84
37007757,0.075000,-0.991000,0.112000,-2.458000,1.893000,-0.076000,30.79
37013822,0.076000,-0.995000,0.101000,-2.550000,1.817000,-0.412000,30.65
37024659,0.076000,-0.980000,0.109000,-2.427000,1.710000,-0.275000,30.84
37036570,0.077000,-0.995000,0.116000,-2.931000,1.924000,-0.412000,30.69
37045869,0.081000,-0.989000,0.110000,-2.595000,2.336000,-0.687000,30.74
37052506,0.073000,-0.986000,0.103000,-2.412000,2.031000,-0.458000,30.79
37064869,0.081000,-0.992000,0.111000,-2.504000,1.802000,-0.748000,30.74
37076204,0.079000,-0.994000,0.103000,-2.122000,1.817000,-0.550000,30.79
37083392,0.081000,-0.990000,0.102000,-2.076000,2.168000,-0.427000,30.69
37090823,0.082000,-0.989000,0.108000,-1.863000,2.382000,-0.489000,30.65
37107534,0.076000,-0.993000,0.101000,-2.031000,2.824000,-0.092000,30.79
37115332,0.071000,-0.980000,0.117000,-2.656000,1.939000,-0.137000,30.84
37125166,0.087000,-0.984000,0.106000,-2.855000,1.969000,-0.427000,30.69
37138673,0.073000,-0.987000,0.112000,-2.718000,1.985000,-0.656000,30.79
37147045,0.068000,-0.988000,0.111000,-2.962000,1.588000,-1.160000,30.74
37153568,0.073000,-0.989000,0.109000,-3.313000,1.557000,-1.069000,30.69
37166986,0.078000,-0.985000,0.108000,-3.069000,1.802000,-1.405000,30.84
37178027,0.074000,-0.991000,0.107000,-2.855000,1.710000,-1.069000,30.79
37182317,0.074000,-0.997000,0.110000,-2.779000,2.061000,-1.053000,30.84
37194929,0.079000,-0.986000,0.102000,-2.382000,1.969000,-1.084000,30.79
37209936,0.072000,-0.990000,0.110000,-2.183000,2.763000,-0.580000,30.84
37217280,0.076000,-0.997000,0.095000,-2.779000,1.679000,-1.221000,30.84
37222407,0.087000,-0.985000,0.109000,-2.137000,3.038000,-1.450000,30.69
37238254,0.064000,-0.994000,0.109000,-2.153000,2.061000,-0.992000,30.74
37249113,0.076000,-0.991000,0.101000,-2.244000,2.092000,-1.053000,30.79
37254266,0.072000,-0.982000,0.106000,-2.382000,2.290000,-1.069000,30.84
37265389,0.075000,-0.988000,0.107000,-2.779000,1.802000,-0.916000,30.79
37274192,0.077000,-0.992000,0.106000,-2.840000,1.786000,-0.794000,30.69
37282069,0.074000,-0.993000,0.105000,-2.595000,1.954000,-0.611000,30.84
37292686,0.074000,-0.986000,0.104000,-2.580000,1.389000,-0.626000,30.88
37299884,0.073000,-0.998000,0.104000,-2.794000,1.603000,-0.931000,30.74
37314481,0.076000,-0.993000,0.110000,-2.840000,1.374000,-0.626000,30.69
37319575,0.079000,-0.990000,0.112000,-2.794000,1.618000,-0.443000,30.79
37337559,0.071000,-0.991000,0.107000,-3.160000,1.359000,-0.336000,30.74
37345334,0.070000,-0.995000,0.113000,-2.870000,1.420000,-0.687000,30.79
37353749,0.074000,-0.988000,0.110000,-3.130000,1.450000,-0.626000,30.84
37364493,0.077000,-0.988000,0.103000,-3.145000,1.588000,-0.473000,30.69
37373462,0.072000,-0.993000,0.098000,-2.809000,1.435000,-0.351000,30.84
37383993,0.075000,-0.984000,0.121000,-2.748000,1.450000,-0.153000,30.88
37391029,0.071000,-0.983000,0.107000,-2.733000,1.649000,-0.397000,30.74
37404825,0.078000,-0.991000,0.110000,-2.550000,1.420000,-0.427000,30.74
37415044,0.079000,-0.982000,0.110000,-2.519000,1.206000,-0.412000,30.79
37423519,0.074000,-0.987000,0.107000,-2.763000,1.298000,-0.565000,30.74
37434735,0.076000,-0.990000,0.110000,-3.099000,1.466000,-0.702000,30.79
37445218,0.072000,-0.987000,0.107000,-2.763000,1.374000,-0.382000,30.65
37450956,0.084000,-0.988000,0.111000,-2.916000,1.389000,-0.534000,30.69
37463841,0.075000,-0.988000,0.110000,-3.023000,1.389000,-0.504000,30.74
37476564,0.068000,-0.988000,0.107000,-2.672000,1.466000,-0.458000,30.84
37482367,0.080000,-0.990000,0.104000,-2.779000,1.374000,-0.672000,30.69
37494676,0.077000,-0.996000,0.108000,-2.672000,1.328000,-0.443000,30.84
37505351,0.076000,-0.995000,0.109000,-2.550000,1.466000,-0.473000,30.79
37514931,0.076000,-0.984000,0.115000,-2.641000,1.313000,-0.473000,30.79
37522006,0.072000,-0.989000,0.114000,-2.534000,1.435000,-0.458000,30.79
37537328,0.077000,-0.991000,0.104000,-2.550000,1.496000,-0.458000,30.88
37543740,0.073000,-0.987000,0.103000,-2.763000,1.511000,-0.412000,30.74
37554130,0.076000,-0.981000,0.104000,-2.595000,1.359000,-0.458000,30.79
37567823,0.078000,-0.985000,0.100000,-2.504000,1.328000,-0.504000,30.74
37579077,0.074000,-0.990000,0.101000,-2.611000,1.282000,-0.565000,30.79
37580785,0.078000,-0.990000,0.114000,-2.672000,1.099000,-0.260000,30.84
37593040,0.066000,-0.983000,0.114000,-2.809000,0.870000,-0.290000,30.84
37609834,0.071000,-0.990000,0.101000,-2.824000,1.130000,-0.611000,30.69
37614054,0.072000,-0.987000,0.104000,-2.641000,1.099000,-0.565000,30.74
37622505,0.076000,-0.987000,0.109000,-2.489000,0.947000,-0.489000,30.69
37634216,0.074000,-0.989000,0.114000,-2.321000,1.099000,-0.290000,30.74
37645424,0.077000,-0.995000,0.106000,-2.489000,0.992000,-0.336000,30.69
37654321,0.085000,-0.989000,0.104000,-2.046000,1.282000,-0.168000,30.84
37665344,0.068000,-0.985000,0.118000,-2.336000,1.466000,0.168000,30.74
37674088,0.069000,-0.984000,0.111000,-2.458000,1.237000,0.061000,30.79
