t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2879630152,0.905000,0.571000,-0.395000,-0.870000,1.908000,-2.244000,32.53
2879641738,0.904000,0.568000,-0.391000,-0.489000,2.244000,-2.076000,32.58
2879652386,0.902000,0.571000,-0.385000,-0.626000,2.382000,-2.412000,32.53
2879658824,0.908000,0.570000,-0.389000,-1.023000,2.687000,-1.969000,32.48
2879674105,0.903000,0.571000,-0.395000,-1.710000,2.519000,-1.908000,32.44
2879681984,0.899000,0.562000,-0.384000,-1.008000,1.847000,-1.817000,32.48
2879688636,0.908000,0.571000,-0.389000,-0.702000,1.954000,-1.954000,32.53
2879696681,0.896000,0.572000,-0.389000,-0.641000,2.565000,-2.214000,32.48
2879709956,0.900000,0.565000,-0.386000,-0.702000,2.504000,-1.802000,32.53
2879720934,0.898000,0.562000,-0.387000,-0.809000,1.893000,-1.603000,32.58
2879726316,0.892000,0.564000,-0.381000,-0.748000,1.664000,-1.664000,32.62
2879738593,0.904000,0.562000,-0.383000,-0.595000,2.076000,-1.466000,32.58
2879745636,0.902000,0.556000,-0.396000,-0.427000,3.099000,-1.588000,32.53
2879758760,0.899000,0.565000,-0.382000,-0.412000,3.099000,-2.046000,32.39
2879773340,0.904000,0.561000,-0.385000,-0.702000,3.008000,-1.496000,32.53
2879778817,0.892000,0.550000,-0.377000,-1.084000,2.916000,-1.817000,32.48
2879789574,0.902000,0.558000,-0.380000,-1.237000,2.962000,-1.756000,32.53
2879800342,0.898000,0.555000,-0.388000,-1.099000,2.840000,-1.771000,32.48
2879809297,0.898000,0.561000,-0.377000,-0.626000,3.099000,-2.107000,32.53
2879818199,0.895000,0.563000,-0.372000,-1.008000,3.710000,-2.840000,32.48
2879829674,0.903000,0.549000,-0.374000,-0.733000,3.053000,-2.183000,32.53
2879837064,0.895000,0.549000,-0.378000,-1.023000,2.702000,-1.985000,32.58
2879847932,0.894000,0.544000,-0.395000,-0.992000,2.260000,-2.260000,32.53
2879854678,0.893000,0.561000,-0.406000,-0.565000,1.817000,-2.244000,32.53
2879872946,0.902000,0.572000,-0.391000,-1.313000,0.687000,-2.351000,32.48
2879881389,0.906000,0.555000,-0.381000,-1.145000,0.580000,-2.947000,32.53
2879889296,0.913000,0.548000,-0.392000,-1.252000,1.496000,-3.481000,32.48
2879899581,0.917000,0.550000,-0.385000,-0.061000,2.198000,-3.756000,32.48
2879911582,0.905000,0.567000,-0.377000,-0.015000,3.298000,-4.000000,32.58
2879921611,0.892000,0.566000,-0.401000,0.137000,3.206000,-4.015000,32.53
2879928390,0.879000,0.560000,-0.399000,0.107000,1.878000,-3.710000,32.48
2879938468,0.889000,0.553000,-0.384000,0.916000,0.779000,-3.130000,32.53
2879947258,0.892000,0.572000,-0.387000,0.992000,0.931000,-3.023000,32.58
2879957364,0.903000,0.578000,-0.393000,0.015000,1.099000,-3.023000,32.53
2879969547,0.904000,0.558000,-0.375000,0.595000,0.473000,-2.473000,32.48
2879981885,0.890000,0.555000,-0.386000,0.885000,0.901000,-2.977000,32.48
2879995187,0.904000,0.570000,-0.391000,1.099000,1.389000,-3.328000,32.48
2879999612,0.900000,0.572000,-0.384000,1.145000,1.206000,-3.252000,32.53
2880010901,0.900000,0.575000,-0.383000,0.947000,0.809000,-3.328000,32.58
2880023105,0.913000,0.571000,-0.398000,0.458000,0.412000,-3.053000,32.44
2880029226,0.905000,0.563000,-0.396000,1.191000,1.206000,-3.023000,32.48
2880039367,0.911000,0.572000,-0.385000,1.496000,2.763000,-3.160000,32.53
2880049997,0.905000,0.583000,-0.392000,0.641000,3.817000,-2.763000,32.48
2880060499,0.896000,0.577000,-0.393000,0.076000,3.405000,-2.244000,32.53
2880066900,0.882000,0.575000,-0.404000,-0.198000,2.382000,-1.099000,32.58
2880080430,0.880000,0.585000,-0.417000,-0.901000,1.344000,-0.534000,32.53
2880093201,0.894000,0.578000,-0.392000,-1.466000,-0.366000,1.084000,32.48
2880101249,0.911000,0.596000,-0.385000,-2.397000,0.153000,2.321000,32.53
2880106575,0.919000,0.604000,-0.363000,-4.107000,0.855000,2.809000,32.48
2880122653,0.918000,0.587000,-0.382000,-4.290000,1.145000,3.466000,32.53
2880129754,0.891000,0.574000,-0.356000,-3.435000,1.130000,3.847000,32.58
2880139445,0.903000,0.566000,-0.341000,-2.489000,1.130000,3.817000,32.62
2880149095,0.911000,0.574000,-0.364000,-1.267000,1.832000,3.878000,32.48
2880157821,0.917000,0.597000,-0.376000,-1.634000,1.679000,3.817000,32.53
2880169525,0.905000,0.583000,-0.381000,-2.656000,0.580000,3.756000,32.48
2880176599,0.907000,0.566000,-0.376000,-2.122000,-1.954000,5.053000,32.62
2880189552,0.883000,0.590000,-0.359000,-2.366000,-2.489000,5.924000,32.58
2880199333,0.851000,0.581000,-0.377000,-3.344000,-3.176000,7.237000,32.53
2880209954,0.831000,0.562000,-0.391000,-0.992000,-8.550000,8.702000,32.48
2880218120,0.837000,0.568000,-0.352000,1.466000,-15.985000,11.191000,32.44
2880232556,0.872000,0.568000,-0.319000,5.298000,-21.420000,12.061000,32.53
2880242188,0.928000,0.570000,-0.305000,9.130000,-23.099000,13.542000,32.48
2880249318,0.982000,0.581000,-0.275000,12.031000,-19.649000,17.344000,32.53
2880260092,1.004000,0.611000,-0.281000,13.679000,-13.069000,18.779000,32.58
2880269141,0.980000,0.620000,-0.354000,14.763000,-10.748000,21.359000,32.44
2880277818,0.954000,0.634000,-0.345000,18.076000,-13.527000,22.962000,32.48
2880284629,1.004000,0.657000,-0.287000,18.275000,-15.740000,23.527000,32.58
2880296733,1.066000,0.662000,-0.311000,19.573000,-12.214000,23.573000,32.48
2880312818,1.124000,0.704000,-0.314000,19.466000,-0.992000,23.298000,32.53
2880318408,1.041000,0.780000,-0.443000,22.702000,12.122000,17.130000,32.58
2880330299,1.057000,0.735000,-0.429000,7.160000,25.847000,24.183000,32.44
2880344526,0.998000,0.700000,-0.371000,8.305000,26.748000,24.168000,32.48
2880352672,0.935000,0.754000,-0.334000,3.069000,19.527000,30.763000,32.53
2880357775,0.937000,0.778000,-0.312000,-3.420000,9.649000,38.137000,32.58
2880369935,1.018000,0.764000,-0.323000,-4.947000,6.260000,41.053000,32.48
2880380005,1.156000,0.767000,-0.335000,-6.214000,13.374000,42.519000,32.48
2880390806,1.214000,0.778000,-0.330000,-5.221000,24.885000,43.618000,32.53
2880398346,1.188000,0.820000,-0.345000,-8.031000,37.710000,44.977000,32.48
2880405139,1.094000,0.821000,-0.305000,-12.321000,44.519000,47.969000,32.53
2880422436,1.075000,0.801000,-0.317000,-18.092000,42.870000,48.473000,32.48
2880430889,1.132000,0.757000,-0.343000,-20.489000,38.901000,51.771000,32.53
2880438579,1.192000,0.756000,-0.293000,-23.313000,41.328000,51.374000,32.48
2880455409,1.268000,0.767000,-0.293000,-26.840000,49.298000,51.588000,32.53
2880459313,1.298000,0.756000,-0.337000,-32.641000,61.985000,49.969000,32.58
2880468010,1.267000,0.750000,-0.353000,-37.099000,71.359000,51.252000,32.44
2880479681,1.221000,0.740000,-0.297000,-44.214000,75.710000,52.351000,32.58
2880492728,1.262000,0.705000,-0.268000,-51.649000,73.893000,54.580000,32.53
2880500675,1.198000,0.639000,-0.354000,-55.130000,75.969000,54.855000,32.39
2880505774,1.246000,0.601000,-0.317000,-59.160000,83.267000,54.809000,32.53
2880522701,1.301000,0.634000,-0.269000,-64.595000,92.763000,55.023000,32.58
2880530746,1.337000,0.608000,-0.317000,-73.527000,102.824000,55.038000,32.53
2880539716,1.354000,0.582000,-0.257000,-76.046000,113.374000,54.229000,32.58
2880550613,1.288000,0.553000,-0.268000,-80.565000,122.336000,52.305000,32.62
2880556233,1.201000,0.527000,-0.237000,-84.076000,124.275000,52.183000,32.58
2880570323,1.358000,0.576000,-0.071000,-87.588000,126.458000,48.885000,32.53
2880579548,1.870000,0.584000,-0.198000,-88.504000,168.244000,29.924000,32.58
2880590157,1.710000,0.426000,-0.239000,-83.695000,229.939000,23.099000,32.44
2880599754,1.427000,0.354000,-0.188000,-74.779000,256.977000,12.901000,32.48
2880610973,1.154000,0.430000,-0.149000,-74.870000,255.069000,8.611000,32.44
2880617080,1.086000,0.465000,-0.054000,-79.817000,237.466000,10.321000,32.48
2880629980,1.100000,0.456000,-0.020000,-85.450000,217.924000,14.336000,32.53
2880638602,1.196000,0.365000,0.006000,-85.847000,201.160000,16.504000,32.48
2880652985,1.180000,0.346000,0.033000,-80.824000,189.679000,18.748000,32.53
2880658210,1.121000,0.386000,0.074000,-80.916000,179.511000,20.031000,32.48
2880673529,1.143000,0.364000,0.112000,-81.542000,165.038000,24.458000,32.53
2880680735,1.136000,0.337000,0.148000,-82.687000,150.947000,27.374000,32.58
2880688810,1.222000,0.258000,0.118000,-82.031000,139.679000,29.389000,32.44
2880700516,1.189000,0.284000,0.161000,-78.855000,136.962000,30.718000,32.48
2880707205,1.248000,0.265000,0.203000,-79.282000,133.710000,32.550000,32.44
2880717665,1.201000,0.258000,0.250000,-75.099000,140.183000,30.794000,32.53
2880729565,1.248000,0.254000,0.250000,-72.504000,149.389000,27.969000,32.58
2880741130,1.235000,0.178000,0.251000,-68.702000,156.473000,26.504000,32.53
2880754509,1.180000,0.139000,0.268000,-63.740000,159.084000,23.313000,32.58
2880757501,1.158000,0.145000,0.285000,-60.443000,161.115000,21.527000,32.48
2880768448,1.140000,0.176000,0.307000,-58.000000,166.931000,19.282000,32.58
2880783439,1.127000,0.182000,0.349000,-56.366000,176.458000,15.954000,32.62
2880788451,1.043000,0.088000,0.369000,-51.939000,180.046000,14.672000,32.48
2880799973,0.914000,0.082000,0.439000,-48.092000,178.458000,10.427000,32.53
2880808869,0.970000,0.065000,0.427000,-48.397000,167.145000,8.168000,32.58
2880817991,1.089000,-0.002000,0.380000,-45.664000,165.359000,4.443000,32.44
2880824871,0.884000,0.065000,0.456000,-40.962000,162.870000,0.458000,32.48
2880847983,0.808000,0.155000,0.481000,-42.382000,153.344000,1.496000,32.58
2880857120,0.822000,0.083000,0.467000,-39.069000,146.565000,4.122000,32.48
2880861872,0.727000,0.083000,0.545000,-35.603000,133.359000,3.725000,32.53
2880869795,0.778000,0.049000,0.521000,-33.053000,121.649000,1.435000,32.48
2880882088,0.892000,0.033000,0.478000,-32.840000,114.748000,-1.771000,32.62
2880887936,0.812000,0.035000,0.479000,-32.611000,117.511000,-4.870000,32.48
2880901781,0.801000,0.121000,0.528000,-35.237000,109.924000,-5.053000,32.44
2880910630,0.770000,0.122000,0.455000,-37.924000,106.626000,-2.137000,32.58
2880918826,0.708000,0.136000,0.568000,-37.725000,103.237000,-0.611000,32.48
2880925554,0.709000,0.125000,0.487000,-38.687000,98.702000,1.252000,32.48
2880942651,0.710000,0.106000,0.503000,-39.588000,101.756000,3.359000,32.44
2880954384,0.754000,0.031000,0.477000,-38.763000,106.992000,-1.405000,32.58
2880959356,0.699000,0.051000,0.490000,-36.580000,117.603000,-3.832000,32.53
2880970015,0.616000,0.100000,0.554000,-40.504000,117.588000,-2.153000,32.58
2880982369,0.623000,0.108000,0.551000,-46.931000,113.221000,0.947000,32.53
2880988243,0.562000,0.046000,0.594000,-46.840000,107.328000,2.534000,32.58
2880999556,0.393000,0.059000,0.700000,-44.489000,92.290000,4.336000,32.53
2881008988,0.398000,0.065000,0.657000,-43.389000,73.878000,6.595000,32.48
2881020477,0.463000,0.030000,0.616000,-42.107000,68.672000,9.191000,32.53
2881026852,0.491000,-0.043000,0.585000,-39.237000,64.534000,6.504000,32.58
2881040293,0.498000,-0.062000,0.565000,-32.290000,65.435000,2.748000,32.53
2881047882,0.458000,-0.037000,0.554000,-25.832000,66.260000,-0.076000,32.58
2881060913,0.463000,-0.035000,0.530000,-19.725000,67.237000,-1.191000,32.44
2881074035,0.399000,0.003000,0.527000,-16.107000,63.863000,-2.198000,32.48
2881085064,0.356000,0.062000,0.566000,-16.183000,56.031000,-0.489000,32.53
2881103892,0.260000,0.106000,0.552000,-21.710000,41.832000,4.031000,32.58
2881106140,0.395000,-0.000000,0.456000,-22.824000,39.145000,5.954000,32.44
2881108695,0.435000,-0.045000,0.419000,-20.885000,44.763000,3.847000,32.48
2881119829,0.381000,-0.002000,0.422000,-19.527000,47.847000,2.275000,32.53
2881129385,0.298000,0.026000,0.432000,-21.099000,45.756000,3.282000,32.48
2881141865,0.247000,0.045000,0.462000,-23.466000,35.908000,6.168000,32.53
2881147045,0.147000,0.066000,0.530000,-28.458000,17.466000,11.756000,32.58
2881159311,0.261000,-0.021000,0.452000,-31.008000,4.824000,13.557000,32.44
2881170288,0.268000,-0.078000,0.421000,-25.084000,3.313000,13.878000,32.58
2881180706,0.273000,-0.069000,0.446000,-19.832000,-0.229000,11.527000,32.53
2881188639,0.224000,-0.032000,0.472000,-17.130000,-6.550000,12.122000,32.48
2881202862,0.200000,-0.016000,0.539000,-15.160000,-18.000000,14.214000,32.44
2881212692,0.114000,0.018000,0.599000,-16.427000,-37.679000,18.336000,32.58
2881218529,0.223000,-0.018000,0.564000,-15.924000,-54.809000,20.931000,32.44
2881231938,0.243000,-0.069000,0.581000,-12.137000,-65.893000,22.427000,32.58
2881238646,0.282000,-0.094000,0.572000,-6.550000,-72.061000,20.214000,32.53
2881248539,0.383000,-0.147000,0.508000,2.656000,-69.313000,14.992000,32.48
2881259620,0.327000,-0.129000,0.652000,14.580000,-69.466000,11.679000,32.53
2881267534,0.277000,-0.057000,0.616000,17.389000,-75.084000,7.359000,32.48
2881280524,0.385000,-0.108000,0.597000,23.176000,-78.015000,2.718000,32.58
2881288724,0.343000,-0.103000,0.708000,32.748000,-81.313000,-0.046000,32.53
2881299342,0.341000,-0.040000,0.719000,36.000000,-92.397000,-3.603000,32.48
2881312142,0.401000,-0.026000,0.614000,37.038000,-98.015000,-6.015000,32.48
2881317381,0.433000,-0.019000,0.537000,40.275000,-99.069000,-8.168000,32.39
2881329143,0.471000,-0.018000,0.596000,44.153000,-101.435000,-10.565000,32.44
2881337932,0.496000,0.000000,0.675000,47.389000,-105.924000,-13.511000,32.48
2881348927,0.560000,0.026000,0.629000,47.527000,-110.092000,-17.740000,32.62
2881353637,0.570000,0.042000,0.550000,48.840000,-108.779000,-21.435000,32.48
2881369157,0.578000,0.104000,0.571000,50.260000,-110.000000,-22.153000,32.53
2881383106,0.602000,0.135000,0.559000,47.511000,-111.664000,-22.412000,32.58
2881392654,0.655000,0.129000,0.543000,47.313000,-112.061000,-22.809000,32.58
2881398688,0.692000,0.168000,0.609000,45.802000,-114.061000,-21.740000,32.58
2881414045,0.730000,0.175000,0.602000,42.382000,-119.405000,-20.687000,32.44
2881421691,0.733000,0.178000,0.667000,40.977000,-121.359000,-18.809000,32.58
2881428853,0.709000,0.198000,0.634000,38.519000,-123.725000,-19.344000,32.53
2881441139,0.786000,0.196000,0.531000,38.641000,-127.908000,-20.061000,32.58
2881451906,0.867000,0.194000,0.520000,38.031000,-122.550000,-21.206000,32.44
