t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2258681527,-0.446000,0.769000,-0.112000,-2.947000,2.000000,0.321000,30.08
2258691553,-0.439000,0.777000,-0.098000,-1.771000,3.710000,-0.427000,30.22
2258700163,-0.437000,0.802000,-0.090000,-2.794000,3.221000,0.122000,30.18
2258711315,-0.459000,0.796000,-0.097000,-2.473000,1.969000,0.137000,30.13
2258720334,-0.456000,0.792000,-0.078000,-2.015000,0.931000,0.550000,30.18
2258727903,-0.455000,0.786000,-0.089000,-2.947000,0.992000,0.305000,30.13
2258736511,-0.457000,0.780000,-0.102000,-3.939000,0.870000,0.214000,30.13
2258749007,-0.445000,0.788000,-0.092000,-3.191000,0.977000,0.397000,30.18
2258761359,-0.451000,0.794000,-0.089000,-2.702000,0.977000,1.053000,30.04
2258766731,-0.460000,0.784000,-0.088000,-1.466000,1.267000,1.069000,30.18
2258778392,-0.473000,0.784000,-0.108000,-1.359000,0.656000,1.282000,30.13
2258789931,-0.473000,0.809000,-0.125000,-1.405000,-0.733000,2.489000,30.18
2258799502,-0.431000,0.809000,-0.067000,-2.015000,-0.382000,1.893000,30.13
2258806579,-0.438000,0.782000,-0.090000,-2.763000,0.824000,2.198000,30.04
2258817785,-0.462000,0.763000,-0.103000,-1.450000,0.916000,1.176000,30.18
2258830427,-0.455000,0.797000,-0.078000,-2.870000,-0.336000,1.496000,30.04
2258837337,-0.436000,0.807000,-0.093000,-3.282000,-0.885000,1.435000,30.18
2258848648,-0.435000,0.793000,-0.092000,-2.229000,-0.214000,0.824000,30.04
2258860438,-0.421000,0.772000,-0.067000,-0.962000,1.832000,0.412000,30.18
2258870393,-0.442000,0.764000,-0.079000,-0.931000,3.573000,0.153000,30.13
2258875740,-0.457000,0.769000,-0.075000,-0.076000,3.466000,0.183000,30.22
2258887171,-0.466000,0.790000,-0.097000,-0.992000,2.824000,0.611000,30.18
2258900024,-0.473000,0.804000,-0.119000,-0.794000,1.405000,1.344000,30.22
2258909388,-0.445000,0.819000,-0.090000,-1.466000,2.244000,1.985000,30.18
2258918726,-0.429000,0.817000,-0.070000,-3.420000,4.489000,1.374000,30.04
2258929446,-0.429000,0.794000,-0.086000,-1.710000,6.595000,0.641000,30.13
2258939527,-0.418000,0.817000,-0.052000,-0.427000,7.374000,-1.603000,30.18
2258945904,-0.436000,0.837000,-0.034000,0.046000,5.832000,-1.634000,30.13
2258959851,-0.450000,0.856000,-0.019000,0.107000,3.496000,-3.634000,30.08
2258969737,-0.427000,0.840000,-0.031000,-1.786000,2.275000,-5.328000,30.13
2258980321,-0.461000,0.816000,-0.050000,-0.092000,3.725000,-5.924000,30.08
2258988898,-0.442000,0.847000,-0.043000,0.809000,5.069000,-7.237000,30.13
2258996011,-0.428000,0.844000,-0.051000,0.321000,5.237000,-6.733000,30.18
2259013509,-0.458000,0.869000,0.017000,4.290000,2.397000,-6.763000,30.18
2259022936,-0.494000,0.927000,0.018000,0.672000,-0.977000,-6.061000,30.13
2259028089,-0.527000,0.886000,-0.015000,-2.718000,-7.053000,-6.061000,30.18
2259041747,-0.483000,0.876000,-0.036000,-3.405000,-9.710000,-8.015000,30.13
2259049128,-0.430000,0.893000,-0.047000,-2.748000,-8.901000,-10.763000,30.08
2259059518,-0.409000,0.902000,-0.075000,-2.641000,-5.649000,-13.634000,30.13
2259071386,-0.394000,0.911000,-0.036000,-2.366000,-1.069000,-14.214000,30.22
2259082624,-0.414000,0.959000,-0.025000,-2.412000,5.496000,-16.519000,30.18
2259085983,-0.463000,0.968000,0.027000,-0.092000,8.595000,-16.534000,30.13
2259096697,-0.514000,0.994000,0.056000,0.779000,6.290000,-16.931000,30.08
2259109417,-0.537000,0.979000,0.028000,1.496000,-0.519000,-18.183000,30.13
2259120040,-0.548000,0.971000,0.061000,1.313000,-10.305000,-18.305000,30.13
2259128676,-0.533000,0.972000,0.019000,0.656000,-21.130000,-19.939000,30.13
2259145437,-0.505000,0.965000,0.029000,0.458000,-28.458000,-20.000000,30.13
2259152172,-0.489000,0.995000,0.007000,-3.267000,-28.672000,-20.351000,30.08
2259159122,-0.466000,0.991000,-0.007000,-3.817000,-26.595000,-20.992000,30.13
2259169792,-0.466000,0.995000,0.017000,-8.947000,-24.534000,-23.573000,30.08
2259180315,-0.480000,0.978000,0.049000,-13.084000,-22.183000,-24.366000,30.13
2259189374,-0.507000,0.942000,0.023000,-14.000000,-20.840000,-24.977000,30.18
2259196224,-0.536000,0.956000,0.008000,-16.977000,-18.626000,-26.229000,30.18
2259208168,-0.532000,0.949000,0.084000,-19.466000,-20.870000,-27.405000,30.13
