t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2127149155,-0.159000,0.937000,0.137000,-2.382000,5.282000,-0.794000,28.86
2127157341,-0.156000,0.932000,0.125000,-2.214000,4.534000,-1.084000,29.00
2127168258,-0.146000,0.928000,0.129000,-2.046000,5.023000,-1.206000,29.05
2127181323,-0.147000,0.933000,0.127000,-1.771000,5.939000,-1.252000,29.05
2127188615,-0.156000,0.932000,0.119000,-1.466000,5.817000,-1.405000,29.00
2127199215,-0.165000,0.930000,0.124000,-1.206000,4.473000,-1.298000,28.86
2127209570,-0.153000,0.930000,0.124000,-1.603000,3.282000,-1.695000,29.00
2127222208,-0.145000,0.928000,0.113000,-1.618000,3.084000,-2.061000,29.05
2127226769,-0.137000,0.927000,0.121000,-1.634000,3.847000,-1.710000,29.05
2127237848,-0.144000,0.934000,0.109000,-2.397000,4.962000,-1.924000,29.00
2127244911,-0.141000,0.931000,0.114000,-2.931000,4.779000,-1.573000,29.05
2127258477,-0.146000,0.921000,0.122000,-2.947000,4.870000,-1.802000,28.91
2127269299,-0.138000,0.910000,0.138000,-2.473000,4.000000,-0.916000,29.00
2127277178,-0.151000,0.921000,0.129000,-2.718000,3.817000,-0.702000,28.95
2127289541,-0.148000,0.922000,0.129000,-2.809000,3.649000,-0.290000,29.00
2127297558,-0.143000,0.927000,0.135000,-2.947000,3.832000,-0.260000,29.19
2127309138,-0.128000,0.926000,0.139000,-2.901000,3.847000,-0.427000,28.95
2127318466,-0.128000,0.929000,0.133000,-2.580000,4.931000,-0.244000,29.00
2127331235,-0.139000,0.928000,0.125000,-1.878000,5.389000,-0.458000,29.05
2127335872,-0.146000,0.932000,0.129000,-2.397000,5.176000,-0.122000,28.91
2127346962,-0.158000,0.931000,0.127000,-2.305000,4.275000,-0.473000,29.09
2127361687,-0.154000,0.923000,0.125000,-2.458000,2.840000,-0.641000,28.95
2127371301,-0.140000,0.920000,0.116000,-1.725000,2.534000,-0.824000,29.00
2127378488,-0.149000,0.929000,0.104000,-1.405000,3.588000,-0.458000,28.95
2127387575,-0.163000,0.933000,0.116000,-1.374000,3.527000,-0.382000,29.00
2127402797,-0.159000,0.923000,0.104000,-1.771000,2.794000,-0.840000,29.00
2127412240,-0.133000,0.914000,0.106000,-0.611000,2.183000,-1.481000,29.05
2127418370,-0.129000,0.909000,0.122000,0.122000,4.336000,-1.496000,29.00
2127431517,-0.144000,0.936000,0.124000,0.458000,4.901000,-1.237000,28.95
2127441634,-0.164000,0.935000,0.125000,0.473000,4.046000,-2.046000,29.05
2127449382,-0.158000,0.909000,0.115000,1.145000,4.031000,-2.046000,29.00
2127456239,-0.142000,0.916000,0.127000,1.695000,5.053000,-2.565000,28.95
2127471053,-0.149000,0.924000,0.123000,2.504000,5.649000,-3.145000,29.00
2127480991,-0.140000,0.927000,0.111000,3.893000,6.855000,-3.817000,28.91
2127490143,-0.129000,0.921000,0.122000,6.015000,8.656000,-4.977000,28.95
2127498366,-0.135000,0.929000,0.132000,8.229000,9.847000,-5.405000,29.00
2127510626,-0.165000,0.930000,0.130000,10.382000,9.588000,-5.664000,28.91
2127519696,-0.189000,0.925000,0.154000,12.275000,7.557000,-6.824000,29.00
2127531960,-0.186000,0.911000,0.139000,13.893000,4.702000,-7.710000,29.00
2127547742,-0.164000,0.919000,0.127000,15.115000,2.427000,-8.992000,29.05
2127552265,-0.147000,0.941000,0.125000,16.122000,4.092000,-9.359000,29.00
2127558585,-0.145000,0.950000,0.116000,16.275000,7.863000,-9.649000,28.95
2127565441,-0.141000,0.933000,0.105000,16.504000,13.298000,-10.901000,28.95
2127584018,-0.159000,0.942000,0.094000,17.511000,17.389000,-12.229000,29.00
2127590929,-0.169000,0.954000,0.097000,16.382000,17.023000,-12.046000,29.05
2127598342,-0.182000,0.966000,0.098000,15.084000,14.229000,-12.595000,29.00
2127610062,-0.163000,0.981000,0.114000,13.496000,12.046000,-15.511000,29.00
2127623948,-0.163000,0.973000,0.127000,11.756000,14.931000,-17.802000,29.05
2127629433,-0.179000,0.936000,0.110000,10.840000,19.481000,-20.397000,29.09
2127638277,-0.191000,0.933000,0.136000,10.870000,21.206000,-22.214000,28.95
2127650067,-0.215000,0.939000,0.115000,10.534000,20.702000,-23.420000,28.95
2127658860,-0.221000,0.935000,0.092000,10.397000,18.656000,-24.534000,29.00
