t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
3568124949,-0.312000,-0.786000,0.387000,-3.160000,1.969000,-0.733000,31.17
3568137576,-0.307000,-0.781000,0.392000,-3.221000,0.901000,-0.931000,31.07
3568145879,-0.296000,-0.781000,0.393000,-3.191000,1.435000,-0.840000,31.21
3568156301,-0.300000,-0.777000,0.386000,-3.038000,0.947000,-0.870000,31.07
3568165386,-0.302000,-0.779000,0.389000,-3.328000,0.824000,-1.053000,31.12
3568175188,-0.304000,-0.790000,0.375000,-3.252000,0.641000,-1.206000,31.07
3568189268,-0.300000,-0.781000,0.380000,-3.389000,0.183000,-1.206000,31.21
3568199318,-0.300000,-0.777000,0.381000,-3.634000,-0.489000,-0.916000,31.07
3568209281,-0.299000,-0.770000,0.381000,-3.756000,-0.397000,-0.702000,31.02
3568214050,-0.296000,-0.777000,0.394000,-3.557000,0.076000,-0.962000,31.12
3568225544,-0.298000,-0.786000,0.385000,-3.313000,0.565000,-0.809000,31.07
3568232104,-0.271000,-0.786000,0.395000,-1.847000,3.679000,-1.496000,31.12
3568246887,-0.323000,-0.785000,0.372000,-2.595000,2.229000,-0.519000,31.17
3568257169,-0.303000,-0.778000,0.388000,-3.038000,1.618000,-0.916000,31.12
3568269799,-0.300000,-0.787000,0.389000,-3.359000,1.328000,-1.053000,31.07
3568278947,-0.296000,-0.782000,0.395000,-3.069000,1.557000,-0.977000,31.21
3568286793,-0.301000,-0.785000,0.384000,-3.023000,1.802000,-0.794000,31.17
3568299111,-0.299000,-0.782000,0.390000,-3.176000,1.893000,-0.641000,31.17
3568307637,-0.302000,-0.787000,0.391000,-3.328000,1.588000,-0.489000,31.12
3568317586,-0.296000,-0.785000,0.399000,-3.053000,2.153000,-0.351000,31.07
3568326936,-0.303000,-0.789000,0.390000,-3.053000,2.290000,-0.626000,31.12
3568333442,-0.301000,-0.783000,0.385000,-2.809000,2.427000,-0.641000,31.17
3568347206,-0.304000,-0.786000,0.384000,-2.901000,2.382000,-0.595000,31.26
3568356795,-0.302000,-0.782000,0.392000,-3.099000,2.137000,-0.550000,31.17
3568366814,-0.302000,-0.772000,0.390000,-3.420000,1.817000,-0.687000,31.12
3568377582,-0.298000,-0.776000,0.384000,-3.130000,2.168000,-0.580000,31.07
3568386843,-0.295000,-0.780000,0.383000,-2.992000,2.198000,-0.855000,31.17
3568396553,-0.296000,-0.783000,0.380000,-3.084000,2.672000,-0.809000,31.21
3568407881,-0.297000,-0.774000,0.382000,-3.359000,3.374000,-0.824000,31.07
3568418527,-0.303000,-0.776000,0.380000,-3.557000,3.710000,-0.763000,31.21
3568427417,-0.297000,-0.765000,0.371000,-3.710000,4.931000,-1.695000,31.17
3568434691,-0.301000,-0.772000,0.396000,-4.015000,4.260000,-1.115000,31.17
3568446870,-0.289000,-0.772000,0.408000,-3.328000,6.168000,-1.176000,31.17
3568459318,-0.307000,-0.776000,0.410000,-2.718000,6.244000,-1.313000,31.02
3568467426,-0.312000,-0.768000,0.385000,-3.389000,5.634000,-1.084000,31.12
3568475069,-0.310000,-0.780000,0.369000,-4.443000,4.000000,-1.038000,31.07
3568486528,-0.300000,-0.797000,0.357000,-5.282000,2.779000,-0.763000,31.21
3568497532,-0.308000,-0.788000,0.346000,-6.351000,1.511000,-0.687000,31.07
3568506725,-0.305000,-0.801000,0.352000,-8.580000,0.565000,-0.611000,31.12
3568517540,-0.302000,-0.813000,0.372000,-8.656000,0.122000,-1.557000,31.07
