t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2999758984,-0.412000,-0.778000,0.226000,-0.397000,3.618000,-0.611000,32.29
2999772108,-0.419000,-0.770000,0.224000,-0.977000,2.183000,-0.840000,32.25
2999778061,-0.423000,-0.785000,0.223000,-1.328000,-0.336000,-1.145000,32.20
2999786665,-0.415000,-0.789000,0.229000,-1.450000,-2.153000,-1.237000,32.34
2999799811,-0.399000,-0.781000,0.226000,-1.405000,-1.710000,-1.725000,32.29
2999807788,-0.383000,-0.795000,0.226000,-0.214000,0.031000,-2.168000,32.25
2999817352,-0.394000,-0.788000,0.233000,0.290000,1.511000,-3.023000,32.29
2999826243,-0.406000,-0.784000,0.223000,-0.168000,1.527000,-3.344000,32.34
2999838627,-0.403000,-0.781000,0.226000,0.031000,0.870000,-3.725000,32.29
2999844518,-0.409000,-0.783000,0.225000,-0.214000,0.916000,-4.275000,32.34
2999855925,-0.408000,-0.786000,0.225000,-0.031000,0.489000,-4.519000,32.29
2999862636,-0.408000,-0.789000,0.210000,-0.137000,0.244000,-5.008000,32.34
2999878252,-0.397000,-0.787000,0.219000,-0.321000,0.458000,-5.481000,32.29
2999889910,-0.395000,-0.787000,0.230000,-0.366000,0.885000,-5.786000,32.25
2999896427,-0.408000,-0.784000,0.232000,-0.473000,0.458000,-5.908000,32.39
2999910106,-0.430000,-0.785000,0.233000,-1.695000,-1.450000,-5.511000,32.29
2999919282,-0.418000,-0.779000,0.220000,-3.817000,-4.641000,-5.221000,32.39
2999927095,-0.401000,-0.793000,0.227000,-4.611000,-5.344000,-5.282000,32.25
2999937797,-0.402000,-0.794000,0.239000,-4.046000,-4.855000,-4.840000,32.25
2999945649,-0.410000,-0.792000,0.245000,-4.656000,-4.977000,-4.824000,32.29
2999957462,-0.420000,-0.793000,0.222000,-5.756000,-6.183000,-5.053000,32.34
2999963731,-0.422000,-0.809000,0.226000,-6.855000,-7.359000,-4.763000,32.29
2999975446,-0.403000,-0.812000,0.232000,-6.779000,-7.298000,-4.992000,32.25
2999986282,-0.404000,-0.799000,0.230000,-6.611000,-6.626000,-5.160000,32.29
2999998579,-0.394000,-0.787000,0.228000,-7.618000,-7.023000,-5.481000,32.34
3000007179,-0.397000,-0.776000,0.234000,-8.198000,-7.450000,-5.252000,32.20
3000017257,-0.417000,-0.779000,0.236000,-9.420000,-8.031000,-5.069000,32.34
3000026237,-0.415000,-0.773000,0.238000,-10.595000,-9.725000,-4.763000,32.39
3000035571,-0.396000,-0.756000,0.258000,-11.435000,-10.962000,-5.191000,32.34
3000047958,-0.397000,-0.759000,0.251000,-12.351000,-11.328000,-5.420000,32.29
3000056556,-0.400000,-0.757000,0.244000,-12.504000,-12.550000,-5.344000,32.34
3000066311,-0.398000,-0.750000,0.239000,-12.962000,-11.557000,-5.176000,32.29
3000074769,-0.390000,-0.757000,0.225000,-13.344000,-11.145000,-6.672000,32.39
3000087026,-0.401000,-0.776000,0.237000,-12.504000,-8.916000,-6.947000,32.29
3000100049,-0.420000,-0.786000,0.258000,-10.397000,-6.046000,-6.672000,32.34
3000109143,-0.435000,-0.775000,0.248000,-9.847000,-5.496000,-6.519000,32.20
3000115195,-0.433000,-0.779000,0.234000,-9.435000,-4.580000,-5.389000,32.34
3000128690,-0.415000,-0.777000,0.235000,-7.695000,-1.588000,-3.969000,32.29
3000138697,-0.422000,-0.775000,0.234000,-7.985000,0.427000,-1.527000,32.34
3000145159,-0.449000,-0.774000,0.266000,-9.496000,0.107000,1.771000,32.29
3000156789,-0.449000,-0.768000,0.281000,-11.527000,0.107000,4.794000,32.29
3000168219,-0.462000,-0.767000,0.283000,-12.489000,2.107000,7.450000,32.25
3000175390,-0.506000,-0.760000,0.272000,-14.397000,2.504000,10.061000,32.20
3000182412,-0.482000,-0.768000,0.256000,-16.382000,1.405000,12.321000,32.25
3000196173,-0.485000,-0.794000,0.240000,-17.328000,2.733000,14.672000,32.29
3000209601,-0.488000,-0.816000,0.204000,-16.840000,3.756000,17.084000,32.44
3000215222,-0.510000,-0.815000,0.216000,-16.855000,3.405000,20.443000,32.29
3000228836,-0.517000,-0.813000,0.216000,-16.137000,2.992000,23.679000,32.34
3000236035,-0.542000,-0.800000,0.219000,-15.756000,4.183000,28.137000,32.29
3000246653,-0.577000,-0.784000,0.211000,-14.473000,4.809000,32.489000,32.25
3000258085,-0.563000,-0.781000,0.274000,-17.206000,6.092000,35.939000,32.29
3000268295,-0.590000,-0.783000,0.286000,-16.336000,6.626000,40.412000,32.34
3000275837,-0.646000,-0.750000,0.274000,-15.954000,7.450000,43.695000,32.29
3000282733,-0.688000,-0.734000,0.269000,-15.740000,5.130000,47.954000,32.25
3000298012,-0.641000,-0.737000,0.270000,-15.679000,2.153000,52.885000,32.20
3000311665,-0.574000,-0.779000,0.240000,-13.237000,4.244000,59.221000,32.34
3000316179,-0.590000,-0.781000,0.173000,-9.053000,9.069000,66.519000,32.39
3000330685,-0.623000,-0.772000,0.169000,-7.191000,12.122000,74.977000,32.29
3000338247,-0.605000,-0.793000,0.130000,-5.496000,15.237000,81.725000,32.29
3000346451,-0.683000,-0.785000,0.172000,-3.160000,18.733000,91.084000,32.25
3000357955,-0.927000,-0.898000,0.200000,-3.267000,9.756000,91.893000,32.29
3000367041,-0.741000,-0.747000,0.268000,-1.389000,11.069000,103.267000,32.25
3000376561,-0.702000,-0.653000,0.282000,-5.145000,18.107000,108.962000,32.29
3000382948,-0.803000,-0.674000,0.271000,-4.519000,15.221000,114.244000,32.25
3000400169,-0.880000,-0.660000,0.249000,-7.481000,14.244000,123.344000,32.34
3000414427,-0.877000,-0.700000,0.223000,-9.786000,10.092000,128.504000,32.39
3000416826,-0.759000,-0.699000,0.220000,-9.160000,8.855000,132.427000,32.25
3000426914,-0.772000,-0.683000,0.197000,-4.183000,18.168000,136.427000,32.20
3000438405,-0.857000,-0.719000,0.161000,0.840000,24.580000,140.718000,32.34
3000446953,-0.846000,-0.694000,0.116000,3.527000,22.305000,145.664000,32.20
3000457141,-0.804000,-0.657000,0.172000,5.450000,24.534000,150.504000,32.34
3000466324,-0.832000,-0.609000,0.177000,7.466000,24.168000,152.870000,32.29
3000478124,-0.853000,-0.582000,0.140000,7.099000,28.885000,158.092000,32.25
3000483690,-0.861000,-0.598000,0.165000,9.084000,32.992000,161.160000,32.39
3000495075,-0.866000,-0.573000,0.168000,9.893000,36.000000,164.916000,32.25
3000510941,-0.919000,-0.525000,0.094000,8.305000,35.038000,168.275000,32.29
3000520527,-0.962000,-0.515000,0.143000,7.099000,33.557000,174.046000,32.25
3000527168,-0.882000,-0.537000,0.164000,5.771000,32.870000,176.076000,32.29
3000539508,-0.840000,-0.491000,0.126000,5.954000,34.916000,178.702000,32.25
3000549959,-0.945000,-0.462000,0.078000,7.267000,40.076000,181.924000,32.29
3000557532,-0.963000,-0.465000,0.084000,6.992000,39.405000,183.069000,32.25
3000567118,-0.889000,-0.423000,0.081000,5.618000,36.260000,185.450000,32.20
3000580829,-0.866000,-0.382000,0.109000,8.580000,38.931000,185.435000,32.20
3000584620,-0.941000,-0.369000,0.130000,6.916000,43.099000,187.420000,32.29
3000595328,-0.991000,-0.284000,0.113000,7.160000,43.313000,188.382000,32.34
3000602642,-0.950000,-0.269000,0.056000,2.214000,39.466000,189.802000,32.29
3000619579,-0.826000,-0.277000,0.129000,2.947000,39.817000,189.954000,32.25
3000627567,-0.813000,-0.179000,0.105000,4.412000,45.527000,188.672000,32.20
3000636252,-1.000000,-0.171000,-0.007000,7.328000,46.366000,191.817000,32.25
3000648966,-1.063000,-0.104000,0.090000,-5.695000,36.931000,186.947000,32.29
3000653716,-0.885000,-0.175000,0.092000,-0.580000,36.443000,187.603000,32.29
3000668783,-0.770000,-0.083000,0.052000,-1.282000,41.756000,185.969000,32.25
3000677768,-0.966000,-0.038000,0.052000,-0.076000,44.641000,185.725000,32.29
3000685710,-0.913000,-0.046000,0.096000,-3.939000,37.206000,181.237000,32.25
3000695458,-0.890000,0.028000,0.009000,-4.382000,36.015000,181.313000,32.39
3000708140,-0.823000,0.007000,0.060000,-8.473000,34.580000,176.779000,32.25
3000717575,-0.795000,0.055000,0.033000,-7.481000,32.443000,176.305000,32.29
3000726781,-0.778000,0.112000,-0.002000,-10.916000,33.023000,172.336000,32.34
3000734829,-0.824000,0.069000,0.014000,-9.924000,37.298000,169.695000,32.29
3000748100,-0.903000,0.115000,0.073000,-14.901000,28.458000,169.160000,32.25
3000757441,-0.676000,0.179000,0.076000,-20.076000,27.542000,164.198000,32.20
3000769109,-0.716000,0.208000,0.067000,-18.992000,31.374000,162.168000,32.34
3000777653,-0.795000,0.260000,0.024000,-23.374000,26.840000,158.977000,32.20
3000786893,-0.736000,0.240000,-0.002000,-24.076000,19.252000,156.015000,32.25
3000794990,-0.686000,0.244000,0.002000,-24.626000,16.229000,153.176000,32.29
3000806939,-0.640000,0.247000,-0.011000,-21.817000,18.580000,150.779000,32.34
3000814697,-0.661000,0.258000,-0.010000,-19.206000,22.122000,147.191000,32.39
3000828793,-0.641000,0.276000,-0.000000,-18.290000,19.878000,143.802000,32.20
3000834835,-0.699000,0.345000,-0.011000,-17.908000,21.603000,141.298000,32.29
3000852400,-0.660000,0.326000,0.008000,-18.244000,18.321000,138.290000,32.34
3000857233,-0.636000,0.380000,-0.018000,-17.893000,17.771000,136.427000,32.29
3000865068,-0.684000,0.391000,-0.043000,-17.664000,15.832000,133.893000,32.34
3000878548,-0.613000,0.382000,-0.025000,-18.046000,14.550000,129.924000,32.20
3000887943,-0.511000,0.417000,-0.023000,-16.718000,16.916000,127.786000,32.25
3000894116,-0.589000,0.464000,-0.052000,-15.756000,20.092000,125.786000,32.39
3000905571,-0.556000,0.459000,0.061000,-15.435000,19.679000,121.130000,32.20
3000915767,-0.570000,0.540000,-0.028000,-15.817000,19.435000,120.061000,32.34
3000929872,-0.606000,0.522000,0.002000,-15.542000,15.908000,117.206000,32.20
3000936910,-0.528000,0.548000,0.047000,-16.702000,12.382000,114.366000,32.34
3000952800,-0.485000,0.549000,0.015000,-15.282000,14.290000,111.786000,32.39
3000958039,-0.453000,0.592000,0.008000,-14.840000,16.092000,109.511000,32.34
3000967556,-0.480000,0.586000,0.002000,-16.183000,16.656000,107.099000,32.39
3000977109,-0.412000,0.625000,0.025000,-15.847000,16.275000,105.267000,32.34
3000987887,-0.454000,0.652000,-0.022000,-17.359000,17.145000,104.168000,32.29
3000993800,-0.422000,0.636000,-0.023000,-16.000000,16.443000,100.366000,32.25
3001005079,-0.365000,0.662000,0.016000,-15.832000,15.969000,97.023000,32.29
3001021334,-0.324000,0.683000,-0.023000,-15.664000,16.153000,95.069000,32.25
3001030539,-0.297000,0.692000,0.007000,-15.634000,16.137000,91.511000,32.29
