t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2751334703,-0.380000,-0.800000,0.237000,-2.229000,2.947000,-1.618000,31.92
2751348464,-0.390000,-0.794000,0.233000,-2.366000,2.824000,-1.527000,32.06
2751358846,-0.389000,-0.801000,0.226000,-2.641000,3.130000,-1.527000,31.92
2751368227,-0.395000,-0.804000,0.237000,-2.504000,2.534000,-1.374000,32.01
2751378711,-0.387000,-0.790000,0.245000,-2.565000,2.550000,-1.420000,32.01
2751385638,-0.386000,-0.792000,0.248000,-2.656000,2.763000,-1.603000,31.87
2751396955,-0.382000,-0.791000,0.231000,-3.008000,2.489000,-1.481000,32.06
2751405068,-0.391000,-0.800000,0.243000,-2.901000,2.031000,-1.450000,32.11
2751415291,-0.390000,-0.807000,0.231000,-3.344000,2.015000,-0.840000,32.06
2751426868,-0.392000,-0.802000,0.244000,-2.794000,1.695000,-0.885000,31.92
2751438643,-0.390000,-0.797000,0.243000,-3.374000,1.756000,-0.687000,31.97
2751448364,-0.385000,-0.793000,0.235000,-3.588000,1.588000,-0.870000,32.11
2751456914,-0.385000,-0.797000,0.242000,-3.450000,1.557000,-0.519000,32.06
2751468255,-0.385000,-0.790000,0.251000,-3.328000,1.344000,-0.519000,32.01
2751478145,-0.386000,-0.788000,0.238000,-4.229000,1.496000,-0.473000,31.97
2751489215,-0.381000,-0.798000,0.240000,-4.198000,1.008000,-0.519000,32.01
2751496916,-0.381000,-0.798000,0.235000,-4.076000,0.718000,-0.427000,31.97
2751509722,-0.384000,-0.793000,0.239000,-4.153000,0.794000,-0.397000,32.01
2751516021,-0.391000,-0.800000,0.234000,-4.458000,0.290000,-0.275000,32.06
2751524246,-0.385000,-0.795000,0.240000,-4.366000,0.015000,-0.550000,31.92
2751535104,-0.384000,-0.781000,0.230000,-4.519000,0.351000,-0.794000,32.11
2751549685,-0.387000,-0.793000,0.241000,-4.229000,-0.015000,-0.718000,31.97
2751559565,-0.385000,-0.795000,0.240000,-4.046000,-0.076000,-0.824000,32.01
2751569013,-0.379000,-0.793000,0.231000,-4.092000,0.275000,-0.916000,31.97
2751574898,-0.392000,-0.805000,0.232000,-4.473000,0.092000,-0.992000,32.01
2751590487,-0.389000,-0.801000,0.240000,-4.321000,-0.015000,-0.901000,31.97
2751599352,-0.398000,-0.799000,0.246000,-4.076000,-0.046000,-1.023000,32.01
2751606331,-0.385000,-0.793000,0.233000,-4.351000,0.107000,-0.992000,32.06
2751618047,-0.382000,-0.801000,0.241000,-4.183000,0.382000,-1.237000,31.92
2751630318,-0.384000,-0.797000,0.238000,-4.183000,0.214000,-1.237000,32.06
2751635918,-0.382000,-0.799000,0.236000,-4.473000,0.168000,-1.313000,32.11
2751642960,-0.393000,-0.802000,0.234000,-4.412000,0.397000,-1.298000,31.97
2751662185,-0.389000,-0.804000,0.240000,-3.969000,0.473000,-1.145000,32.01
2751670384,-0.394000,-0.794000,0.238000,-3.908000,0.504000,-0.855000,31.97
2751676948,-0.379000,-0.795000,0.234000,-4.046000,0.809000,-0.962000,32.01
2751688588,-0.385000,-0.797000,0.234000,-3.924000,1.023000,-0.550000,32.15
2751696030,-0.388000,-0.800000,0.228000,-4.000000,0.885000,-0.901000,31.87
2751705714,-0.386000,-0.795000,0.226000,-4.000000,0.779000,-0.763000,32.01
2751717742,-0.389000,-0.799000,0.237000,-4.595000,0.504000,-0.748000,32.06
2751729451,-0.381000,-0.796000,0.250000,-4.443000,0.489000,-0.672000,32.01
2751737125,-0.388000,-0.789000,0.243000,-4.718000,0.519000,-0.718000,31.97
2751743961,-0.396000,-0.786000,0.236000,-5.496000,0.458000,-0.870000,32.11
2751757674,-0.393000,-0.797000,0.236000,-5.802000,-0.412000,-0.779000,31.97
2751766842,-0.388000,-0.793000,0.239000,-5.908000,-0.641000,-1.237000,32.01
2751776573,-0.388000,-0.794000,0.234000,-5.985000,-0.885000,-1.389000,31.97
2751787860,-0.387000,-0.795000,0.230000,-5.954000,-0.779000,-1.710000,31.92
2751798405,-0.387000,-0.795000,0.223000,-6.260000,-0.687000,-1.756000,32.01
2751808210,-0.383000,-0.790000,0.230000,-5.863000,-1.298000,-2.305000,32.11
2751817065,-0.390000,-0.790000,0.234000,-6.031000,-1.053000,-2.580000,31.97
2751827422,-0.390000,-0.794000,0.230000,-6.000000,-1.496000,-2.519000,31.92
2751837628,-0.380000,-0.800000,0.232000,-6.198000,-1.573000,-2.473000,31.97
2751844458,-0.385000,-0.804000,0.232000,-6.244000,-1.221000,-2.580000,32.01
2751862055,-0.383000,-0.792000,0.233000,-6.076000,-1.466000,-2.489000,31.82
2751870449,-0.378000,-0.787000,0.233000,-6.626000,-0.992000,-2.809000,32.06
2751877928,-0.381000,-0.796000,0.230000,-6.687000,-0.275000,-3.374000,32.01
2751886326,-0.387000,-0.797000,0.243000,-7.160000,-0.275000,-3.405000,31.97
2751895593,-0.384000,-0.790000,0.243000,-7.053000,0.473000,-3.618000,31.92
2751908526,-0.368000,-0.792000,0.243000,-6.794000,2.168000,-4.275000,32.06
2751917315,-0.373000,-0.787000,0.233000,-7.435000,3.389000,-4.412000,32.01
2751928152,-0.401000,-0.803000,0.230000,-7.802000,3.115000,-4.565000,32.06
2751934177,-0.373000,-0.794000,0.227000,-8.351000,3.420000,-5.863000,32.01
2751945134,-0.359000,-0.806000,0.223000,-9.069000,5.084000,-6.656000,31.97
2751957983,-0.342000,-0.816000,0.219000,-8.183000,10.153000,-7.435000,32.01
2751970503,-0.341000,-0.810000,0.222000,-7.481000,14.626000,-8.351000,32.01
2751976519,-0.393000,-0.808000,0.202000,-10.382000,14.092000,-8.260000,32.01
2751991302,-0.379000,-0.800000,0.206000,-11.298000,13.863000,-7.145000,32.06
