t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
3166980619,-0.337000,-0.777000,0.371000,-3.496000,0.321000,-0.947000,30.93
3166987464,-0.334000,-0.768000,0.387000,-3.405000,0.382000,-0.870000,30.98
3166996147,-0.327000,-0.757000,0.381000,-3.160000,0.855000,-0.824000,30.98
3167006905,-0.320000,-0.761000,0.388000,-3.099000,1.374000,-0.824000,30.98
3167018679,-0.333000,-0.762000,0.394000,-3.298000,1.511000,-0.519000,31.02
3167026421,-0.331000,-0.762000,0.383000,-3.527000,1.267000,-0.092000,31.02
3167038231,-0.331000,-0.766000,0.375000,-4.046000,1.069000,0.076000,30.88
3167046149,-0.334000,-0.769000,0.376000,-4.122000,1.069000,0.305000,31.02
3167057502,-0.328000,-0.765000,0.395000,-4.168000,0.992000,-0.015000,31.07
3167064246,-0.330000,-0.765000,0.385000,-4.214000,1.237000,-0.107000,30.93
3167077779,-0.332000,-0.768000,0.393000,-3.847000,2.031000,-0.412000,30.98
3167085821,-0.332000,-0.763000,0.385000,-3.863000,1.664000,-0.473000,31.07
3167097958,-0.335000,-0.761000,0.387000,-4.153000,1.649000,-0.076000,30.93
3167103948,-0.328000,-0.763000,0.385000,-3.740000,1.924000,-0.229000,31.07
3167117058,-0.323000,-0.761000,0.383000,-3.771000,1.878000,-0.275000,31.02
3167128892,-0.332000,-0.768000,0.374000,-4.107000,1.969000,-0.550000,31.07
3167135035,-0.333000,-0.766000,0.382000,-4.015000,1.740000,-0.656000,31.02
3167146775,-0.330000,-0.770000,0.384000,-3.832000,1.496000,-1.084000,30.98
3167156502,-0.333000,-0.760000,0.380000,-3.725000,1.969000,-1.176000,31.02
3167167375,-0.334000,-0.754000,0.387000,-3.420000,2.061000,-1.588000,31.02
3167173567,-0.332000,-0.767000,0.377000,-3.649000,1.786000,-1.069000,30.98
3167184567,-0.328000,-0.767000,0.370000,-4.092000,1.771000,-1.038000,30.93
3167196933,-0.330000,-0.763000,0.373000,-4.076000,1.725000,-1.023000,30.98
3167205625,-0.284000,-0.786000,0.349000,-4.046000,3.496000,-1.771000,30.93
3167216718,-0.360000,-0.751000,0.394000,-3.679000,2.656000,-1.374000,30.98
3167226017,-0.327000,-0.754000,0.383000,-4.275000,3.145000,-1.267000,30.93
3167238437,-0.325000,-0.761000,0.385000,-3.969000,3.863000,-1.710000,30.98
3167244232,-0.338000,-0.760000,0.366000,-4.137000,4.321000,-2.198000,30.98
3167256105,-0.346000,-0.754000,0.373000,-5.267000,2.733000,-1.725000,31.02
3167266920,-0.353000,-0.757000,0.381000,-6.534000,-0.977000,-0.504000,30.88
3167275547,-0.352000,-0.762000,0.348000,-7.863000,-4.198000,-0.137000,31.02
3167285728,-0.344000,-0.759000,0.352000,-8.672000,-4.870000,-1.359000,30.98
3167294355,-0.354000,-0.766000,0.399000,-9.496000,-5.527000,-2.061000,30.93
3167309126,-0.344000,-0.764000,0.401000,-10.748000,-8.427000,-2.183000,30.98
3167317368,-0.380000,-0.771000,0.394000,-12.092000,-12.382000,-1.954000,30.98
3167325207,-0.381000,-0.774000,0.319000,-13.374000,-18.718000,-3.038000,31.02
3167337472,-0.375000,-0.786000,0.314000,-14.763000,-22.504000,-5.023000,30.88
